index,title,genres,tag
3627,Flying Tigers (1942),Action|Drama|Romance|War,too many characters
3628,"Gold Rush, The (1925)",Adventure|Comedy|Romance,future
3629,Monsieur Verdoux (1947),Comedy|Crime,lack of development
3632,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller,lack of story
3633,Seven Days in May (1964),Thriller,quick cuts
3634,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller,sci-fi
3635,Vagabond (Sans toit ni loi) (1985),Drama,Simon Pegg
3637,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller,space
3638,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller,space travel
3639,"King in New York, A (1957)",Comedy|Drama,time travel
3640,"Woman of Paris, A (1923)",Drama,artificial intelligence
3641,"Fighting Seabees, The (1944)",Action|Drama|War,bad acting
3643,Big Momma's House (2000),Comedy,bad plot
3646,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",Horror|Sci-Fi,bad script
3648,American Gigolo (1980),Drama,Christian Bale
3649,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",Horror,FIGHTING THE SYSTEM
3652,"Endless Summer, The (1966)",Documentary,franchise
3653,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War,new composer
3654,Blow-Out (La grande bouffe) (1973),Drama,post-apocalyptic
3655,Quatermass and the Pit (1967),Horror|Sci-Fi,robots
3658,Puppet Master (1989),Horror|Sci-Fi|Thriller,sci-fi
3660,Puppet Master II (1991),Horror|Sci-Fi|Thriller,sequel
3661,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller,Recap
3662,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller,bad plot
3663,Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller,Michael Bay
3664,Rent-A-Cop (1988),Action|Comedy|Crime,needed more autobots
3667,Romeo and Juliet (1968),Drama|Romance,plot holes
3668,Stay Tuned (1992),Comedy,ridiculous
3669,Blazing Saddles (1974),Comedy|Western,Shia LaBeouf
3671,Benji (1974),Adventure|Children,stop using useless characters for filler
3672,Benji the Hunted (1987),Adventure|Children,artistic
3673,For the Love of Benji (1977),Adventure|Children|Comedy|Drama,Funny
3674,White Christmas (1954),Comedy|Musical|Romance,humorous
3675,Eraserhead (1977),Drama|Horror,inspiring
3676,Baraka (1992),Documentary,intelligent
3677,"Man with the Golden Arm, The (1955)",Drama,quirky
3678,"Decline of Western Civilization, The (1981)",Documentary|Musical,romance
3679,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary,Zooey Deschanel
3680,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western,intelligent sci-fi
3681,Magnum Force (1973),Action|Crime|Drama|Thriller,bad humor
3682,Blood Simple (1984),Crime|Drama|Film-Noir,bad science
3683,"Fabulous Baker Boys, The (1989)",Drama|Romance,futuristic
3684,Prizzi's Honor (1985),Comedy|Drama|Romance,graphic design
3685,Flatliners (1990),Horror|Sci-Fi|Thriller,James Cameron
3686,Light Years (Gandahar) (1988),Adventure|Animation|Fantasy|Sci-Fi,military
3687,Porky's (1982),Comedy,poor dialogue
3688,Porky's II: The Next Day (1983),Comedy,sci-fi
3689,Porky's Revenge (1985),Comedy,superficial plot
3690,Private School (1983),Comedy,unoriginal
3691,Class of Nuke 'Em High (1986),Comedy|Horror,white guilt
3692,"Toxic Avenger, The (1985)",Comedy|Horror,dreamlike
3693,"Toxic Avenger, Part II, The (1989)",Comedy|Horror,surreal
3694,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy|Horror,visually appealing
3695,Night of the Creeps (1986),Comedy|Horror|Sci-Fi|Thriller,geeky
3696,Predator 2 (1990),Action|Sci-Fi|Thriller,Michael Cera
3697,"Running Man, The (1987)",Action|Sci-Fi,stylized
3698,Starman (1984),Adventure|Drama|Romance|Sci-Fi,video games
3699,"Brother from Another Planet, The (1984)",Drama|Sci-Fi,male nudity
3700,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller,action choreography
3701,Mad Max (1979),Action|Adventure|Sci-Fi,Horrid characterisation
3702,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller,Poor plot development
3703,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi,sequel
3704,Bird on a Wire (1990),Action|Comedy|Romance,soundtrack
3705,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller,passion
3706,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance,psychological
3707,Firestarter (1984),Horror|Thriller,suspense
3708,Sleepwalkers (1992),Horror,jazz
3709,Action Jackson (1988),Action|Comedy|Crime|Thriller,music
3710,Sarafina! (1992),Drama,tense
3711,Soapdish (1991),Comedy,adventure
3712,"Long Walk Home, The (1990)",Drama,animation
3713,Clara's Heart (1988),Drama,fantasy
3714,Burglar (1987),Comedy|Crime,purity of essence
3715,Fatal Beauty (1987),Action|Comedy|Crime|Drama,Slim Pickens
3716,Gone in 60 Seconds (2000),Action|Crime,Deep Throat
3717,Love's Labour's Lost (2000),Comedy|Romance,Dan Aykroyd
3719,Sunshine (1999),Drama,enjoyable
3720,Hamlet (1990),Drama,bubba gump shrimp
3723,Coming Home (1978),Drama|War,lieutenant dan
3724,American Pop (1981),Animation|Musical,stupid is as stupid does
3725,Assault on Precinct 13 (1976),Action|Thriller,based on a true story
3726,Near Dark (1987),Horror|Western,biography
3727,One False Move (1992),Crime|Drama|Film-Noir|Thriller,disturbing
3728,Shaft (1971),Action|Crime|Drama|Thriller,holocaust
3729,"Conversation, The (1974)",Drama|Mystery,Mystery
3730,Cutter's Way (1981),Drama|Thriller,romance
3731,"Fury, The (1978)",Horror,edward norton
3732,"Paper Chase, The (1973)",Drama,emotional
3733,Serpico (1973),Crime|Drama,politics
3735,"Ace in the Hole (Big Carnival, The) (1951)",Drama,philosophy
3736,Lonely Are the Brave (1962),Drama|Western,post apocalyptic
3737,"Sugarland Express, The (1974)",Drama,depressing
3738,Trouble in Paradise (1932),Comedy|Romance,psychology
3739,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy,cheating
3740,Badlands (1973),Crime|Drama|Thriller,intelligent
3741,Battleship Potemkin (1925),Drama|War,Leonardo DiCaprio
3742,Boys and Girls (2000),Comedy|Romance,lies
3743,Shaft (2000),Action|Crime|Thriller,smart
3744,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi,Tom Hanks
3745,Butterfly (La lengua de las mariposas) (1999),Drama,twists & turns
3746,Jesus' Son (1999),Drama,memory loss
3747,Chicken Run (2000),Animation|Children|Comedy,romance
3751,"Me, Myself & Irene (2000)",Adventure|Comedy,sad
3752,"Patriot, The (2000)",Action|Drama|War,corruption
3753,"Adventures of Rocky and Bullwinkle, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,Denzel Washington
3754,"Perfect Storm, The (2000)",Drama|Thriller,mafia
3755,"Golden Bowl, The (2000)",Drama,organized crime
3756,Communion (1989),Drama|Sci-Fi|Thriller,heist
3758,"Kentucky Fried Movie, The (1977)",Comedy,robbery
3760,"Blood In, Blood Out (1993)",Action|Crime|Drama|Thriller,small time criminals
3761,F/X (1986),Action|Crime|Thriller,casino
3763,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),Action|Crime|Thriller,comedy
3764,"Hot Spot, The (1990)",Crime|Drama|Romance,funny
3765,Missing in Action (1984),Action|War,hotel
3766,Missing in Action 2: The Beginning (1985),Action|War,Las Vegas
3767,Braddock: Missing in Action III (1988),Action|War,war
3768,Thunderbolt and Lightfoot (1974),Action,beautiful scenery
3769,Dreamscape (1984),Horror|Sci-Fi|Thriller,graphic design
3770,The Golden Voyage of Sinbad (1973),Action|Adventure|Fantasy,music
3771,House Party (1990),Comedy,politics
3773,House Party 2 (1991),Comedy|Drama|Romance,romance
3774,Croupier (1998),Crime|Drama,thought-provoking
3783,"Kid, The (2000)",Comedy|Fantasy,too long
3784,Scary Movie (2000),Comedy|Horror,visually stunning
3785,But I'm a Cheerleader (1999),Comedy,big budget
3786,Shower (Xizao) (1999),Comedy,clever
3787,Blow-Up (Blowup) (1966),Drama|Mystery,complicated
3788,"Pawnbroker, The (1964)",Drama,dead wife
3789,Groove (2000),Drama,great soundtrack
3790,Footloose (1984),Drama,heist
3791,Duel in the Sun (1946),Drama|Romance|Western,intellectual
3792,X-Men (2000),Action|Adventure|Sci-Fi,mindfuck
3793,Chuck & Buck (2000),Comedy|Drama,philosophy
3794,"Five Senses, The (1999)",Drama,psychological
3795,"In Crowd, The (2000)",Thriller,psychology
3797,What Lies Beneath (2000),Drama|Horror|Mystery,suspense
3798,Pokémon the Movie 2000 (2000),Animation|Children,thought-provoking
3799,Anatomy of a Murder (1959),Drama|Mystery,crime
3801,Freejack (1992),Action|Sci-Fi,FBI
3802,Mackenna's Gold (1969),Western,romance
3806,Sinbad and the Eye of the Tiger (1977),Adventure|Fantasy,too much love interest
3807,"Two Women (Ciociara, La) (1960)",Drama|War,business
3808,What About Bob? (1991),Comedy,corruption
3809,White Sands (1992),Drama|Thriller,economics
3810,Breaker Morant (1980),Drama|War,investor corruption
3811,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),Comedy,politics
3812,Interiors (1978),Drama,truth
3813,Love and Death (1975),Comedy,Captain America
3814,"Official Story, The (La historia oficial) (1985)",Drama,silly
3816,Tampopo (1985),Comedy,superhero
3819,Nutty Professor II: The Klumps (2000),Comedy,superhero team
3821,"Girl on the Bridge, The (Fille sur le pont, La) (1999)",Drama|Romance,bank
3822,Wonderland (1999),Drama,big corporations
3823,Autumn in New York (2000),Drama|Romance,business
3824,Coyote Ugly (2000),Comedy|Drama|Romance,corruption
3825,Hollow Man (2000),Horror|Sci-Fi|Thriller,financial crisis
3826,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi,Kevin Spacey
3827,Psycho Beach Party (2000),Comedy|Horror|Thriller,realistic
3830,Saving Grace (2000),Comedy,suspense
3831,"Black Sabbath (Tre volti della paura, I) (1963)",Horror,Wall Street
3832,"Brain That Wouldn't Die, The (1962)",Horror|Sci-Fi,emotional
3833,Bronco Billy (1980),Adventure|Drama|Romance,sexuality
3834,"Crush, The (1993)",Thriller,interesting scenario
3835,Kelly's Heroes (1970),Action|Comedy|War,crude humor
3836,Phantasm II (1988),Action|Fantasy|Horror|Sci-Fi|Thriller,cia
3837,Phantasm III: Lord of the Dead (1994),Horror,politics
3838,Phantasm IV: Oblivion (1998),Horror,Thrilling
3839,Pumpkinhead (1988),Horror,Soundtrack
3840,Air America (1990),Action|Comedy,Adam Sandler
3841,Sleepaway Camp (1983),Horror,cliche characters
3843,Steel Magnolias (1989),Drama,long shots
3844,And God Created Woman (Et Dieu... créa la femme) (1956),Drama,predictable
3845,Easy Money (1983),Comedy,Simple
3846,"Ilsa, She Wolf of the SS (1974)",Horror,slow action
3847,The Spiral Staircase (1945),Horror|Mystery|Thriller,visually appealing
3849,I'm the One That I Want (2000),Comedy,hostage
3851,"Tao of Steve, The (2000)",Comedy,ocean
3852,"Affair of Love, An (Liaison pornographique, Une) (1999)",Drama|Romance,suspense
3855,Bless the Child (2000),Thriller,Stock Market
3857,Cecil B. DeMented (2000),Comedy,Wall Street
3858,"Eyes of Tammy Faye, The (2000)",Documentary,Comedy
3859,"Replacements, The (2000)",Comedy,fun
3861,About Adam (2000),Comedy,off-beat comedy
3862,"Cell, The (2000)",Drama|Horror|Thriller,quirky
3863,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi,cynical
3864,"Original Kings of Comedy, The (2000)",Comedy|Documentary,bittersweet
3865,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance,emotional
3868,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,heartwarming
3869,Our Town (1940),Drama,touching
3870,Shane (1953),Drama|Western,atmospheric
3871,"Suddenly, Last Summer (1959)",Drama,dreamlike
3872,Cat Ballou (1965),Comedy|Western,existentialism
3873,Supergirl (1984),Action|Adventure|Fantasy,philosophical
3877,"Art of War, The (2000)",Action|Thriller,black comedy
3879,Bring It On (2000),Comedy,dark comedy
3882,"Crew, The (2000)",Comedy,Quirky
3884,Skipped Parts (2000),Drama|Romance,claustrophobic
3888,Highlander: Endgame (Highlander IV) (2000),Action|Adventure|Fantasy,confrontational
3889,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller,earnest
3893,Solas (1999),Drama,good dialogue
3894,"Watcher, The (2000)",Crime|Thriller,great screenplay
3895,"Way of the Gun, The (2000)",Crime|Thriller,gritty
3896,Almost Famous (2000),Drama,Motivational
3897,Bait (2000),Action|Comedy,thought-provoking
3898,Circus (2000),Crime|Drama|Thriller,atmospheric
3899,Crime and Punishment in Suburbia (2000),Comedy|Drama,cerebral
3900,Duets (2000),Comedy|Drama,existentialism
3901,Under Suspicion (2000),Crime|Thriller,philosophical
3906,Urban Legends: Final Cut (2000),Horror,reflective
3908,Woman on Top (2000),Comedy|Romance,atmospheric
3909,Dancer in the Dark (2000),Drama|Musical,chilly
3910,Best in Show (2000),Comedy,creepy
3911,Beautiful (2000),Comedy|Drama,menacing
3912,"Broken Hearts Club, The (2000)",Drama,mental illness
3914,Girlfight (2000),Drama,oninous
3915,Remember the Titans (2000),Drama,intelligent
3916,Hellraiser (1987),Horror,thought-provoking
3917,Hellbound: Hellraiser II (1988),Horror,heartwarming
3918,Hellraiser III: Hell on Earth (1992),Horror,inspirational
3919,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",Drama|Fantasy|Mystery|Romance,avant-garde romantic comedy
3920,Bikini Beach (1964),Comedy,elegiac
3922,Stranger Than Paradise (1984),Comedy|Drama,melancholy
3925,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi,quirky
3926,Fantastic Voyage (1966),Adventure|Sci-Fi,wry
3927,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror,artsy
3928,"Bank Dick, The (1940)",Comedy,atmospheric
3929,"Creature from the Black Lagoon, The (1954)",Adventure|Horror|Sci-Fi,cerebral
3930,"Invisible Man, The (1933)",Horror|Sci-Fi,enigmatic
3932,"Killer Shrews, The (1959)",Horror|Sci-Fi,existentialism
3933,Runaway (1984),Sci-Fi|Thriller,hallucinatory
3937,"Slumber Party Massacre, The (1982)",Horror,insanity
3938,Slumber Party Massacre II (1987),Horror,paranoia
3939,Slumber Party Massacre III (1990),Horror,paranoid
3940,Sorority House Massacre (1986),Horror,surreal
3941,Sorority House Massacre II (1990),Horror,tense
3942,Bamboozled (2000),Comedy,visually appealing
3943,Digimon: The Movie (2000),Adventure|Animation|Children,atmospheric
3945,Get Carter (2000),Action|Drama|Thriller,beautiful
3946,Get Carter (1971),Action|Crime|Drama|Thriller,bittersweet
3947,Meet the Parents (2000),Comedy,emotional
3948,Requiem for a Dream (2000),Drama,Heartwarming
3949,Tigerland (2000),Drama,poignant
3950,Two Family House (2000),Drama,sentimental
3951,"Contender, The (2000)",Drama|Thriller,tear jerker
3952,Dr. T and the Women (2000),Comedy|Romance,tearjerking
3953,"Ladies Man, The (2000)",Comedy,emotional
3955,Billy Jack (1971),Action|Drama,gentle
3957,Billy Jack Goes to Washington (1977),Drama,heartwarming
3958,"Time Machine, The (1960)",Action|Adventure|Sci-Fi,lyrical
3959,Ghoulies II (1987),Comedy|Horror,reflective
3962,"Unsinkable Molly Brown, The (1964)",Musical,downbeat
3963,"Adventures of Ichabod and Mr. Toad, The (1949)",Animation|Children,poignant
3964,"Strange Love of Martha Ivers, The (1946)",Drama|Film-Noir,black comedy
3965,Detour (1945),Crime|Film-Noir,crazy
3966,Billy Elliot (2000),Drama,dark
3967,Bedazzled (2000),Comedy,dark comedy
3968,Pay It Forward (2000),Drama,dark humor
3969,"Private Eyes, The (1981)",Comedy|Mystery,serial killer
3971,"Legend of Drunken Master, The (Jui kuen II) (1994)",Action|Comedy,great cinematography
3972,Book of Shadows: Blair Witch 2 (2000),Crime|Horror|Mystery|Thriller,dark humor
3973,"Little Vampire, The (2000)",Adventure|Children,easygoing
3974,Charlie's Angels (2000),Action|Comedy,silly
3977,"Legend of Bagger Vance, The (2000)",Drama|Romance,art house
3978,Little Nicky (2000),Comedy,Atmospheric
3979,Men of Honor (2000),Drama,creepy
3980,Red Planet (2000),Action|Sci-Fi|Thriller,cryptic
3981,You Can Count on Me (2000),Drama|Romance,dark
3983,Diamonds Are Forever (1971),Action|Adventure|Thriller,disturbing
3984,"Eagle Has Landed, The (1976)",Drama|War,dreamlike
3985,"6th Day, The (2000)",Action|Sci-Fi|Thriller,enigmatic
3986,Bounce (2000),Drama|Romance,fucked up
3987,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy,gruesome
3988,One Day in September (1999),Documentary,hallucinatory
3989,Rugrats in Paris: The Movie (2000),Animation|Children|Comedy,Insane
3990,102 Dalmatians (2000),Children|Comedy,paranoid
3991,Malèna (2000),Drama|Romance|War,strange
3992,Quills (2000),Drama|Romance,surreal
3993,Unbreakable (2000),Drama|Sci-Fi,weird
3994,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,atmospheric
3996,Dungeons & Dragons (2000),Action|Adventure|Comedy|Fantasy,somber
3997,Proof of Life (2000),Drama,atmospheric
3998,Vertical Limit (2000),Action|Adventure,Beautiful
3999,"Bounty, The (1984)",Adventure|Drama,bittersweet
